"date","time","latitude","longitude","velocity","numSatellites","temperature","pressure","altitude"
"28-04-23","14:54:38","","","","0","-36.79853","9850.409","18623.25"
"28-04-23","14:55:09","","","","0","-36.79853","9271.849","19106.89"
"28-04-23","14:55:40","","","","0","-36.96847","9257.284","19119.45"
"28-04-23","14:56:11","","","","0","-36.96847","8805.79","19518.96"
"28-04-23","14:56:42","","","","6","-35.83262","8903.606","19430.7"
"28-04-23","14:57:13","","","","0","-35.83262","8477.866","19822.19"
"28-04-23","14:57:44","","","","0","-34.84443","8561.724","19743.54"
"28-04-23","14:58:15","","","","0","-34.84443","8065.479","20220.61"
"28-04-23","14:58:46","","","","0","-36.85511","7896.609","20389.68"
"28-04-23","14:59:17","","","","0","-36.85511","7502.692","20798.54"
"28-04-23","14:59:48","","","","0","-35.391","7623.961","20670.43"
"28-04-23","15:00:19","","","","0","-35.391","7170.825","21160.02"
"28-04-23","15:00:50","","","","0","-37.51051","6997.614","21355.38"
"28-04-23","15:01:21","4033.789","-8838.896","11.844","0","-37.51051","6534.646","21902.31"
"28-04-23","15:01:52","4033.757","-8838.8","8.045","6","-34.53286","6775.449","21613.17"
"28-04-23","15:02:23","4033.777","-8838.742","6.471","7","-34.53286","6340.095","22143.8"
"28-04-23","15:02:54","4033.841","-8838.699","18.817","6","-34.34415","6355.087","22124.93"
"28-04-23","15:03:25","","","","7","-34.34415","6028.435","22546.55"
"28-04-23","15:03:56","","","","7","-36.32021","5872.254","22756.28"
"28-04-23","15:04:27","","","","7","-36.32021","5481.11","23307.04"
"28-04-23","15:04:58","","","","0","-34.69518","5607.737","23124.55"
"28-04-23","15:05:29","","","","0","-34.69518","5244.689","23659.33"
"28-04-23","15:06:00","","","","0","-35.15797","5208.935","23713.98"
"28-04-23","15:06:31","","","","0","-35.15797","4802.581","24362.95"
"28-04-23","15:07:02","","","","0","-32.06902","5039.088","23978.85"
"28-04-23","15:07:33","","","","0","-32.06902","4369.364","25118.29"
"28-04-23","15:08:04","","","","0","-29.21804","4583.975","24735.18"
"28-04-23","15:08:35","","","","0","-29.21804","4079.26","25667.22"
"28-04-23","15:09:06","","","","0","-26.58454","4275.89","25291.07"
"28-04-23","15:09:37","","","","0","-26.58454","3939.938","25944.87"
"28-04-23","15:10:08","","","","0","-26.95615","3912.426","26000.86"
"28-04-23","15:10:39","","","","0","-26.95615","3522.37","26840.0"
"28-04-23","15:11:10","","","","0","-24.61882","3693.508","26460.94"
"28-04-23","15:11:41","","","","0","-24.61882","3255.816","27468.74"
"28-04-23","15:12:12","","","","0","-24.47394","3266.74","27441.98"
"28-04-23","15:12:43","","","","0","-24.47394","2900.127","28393.1"
"28-04-23","15:13:14","","","","0","-20.50124","3185.395","27643.46"
"28-04-23","15:13:45","","","","0","-20.50124","2799.366","28675.63"
"28-04-23","15:14:16","","","","0","-16.74598","3067.76","27944.11"
"28-04-23","15:14:47","","","","0","-16.74598","2817.311","28624.58"
"28-04-23","15:15:18","","","","0","-15.17976","2929.196","28313.4"
"28-04-23","15:15:49","","","","0","-15.17976","2678.507","29028.26"
"28-04-23","15:16:20","","","","0","-15.69425","2641.924","29138.14"
"28-04-23","15:16:51","","","","0","-15.69425","2530.866","29481.27"
"28-04-23","15:17:22","","","","0","-16.57105","2469.081","29678.75"
"28-04-23","15:17:53","","","","0","-16.57105","2258.843","30389.81"
"28-04-23","15:18:24","","","","0","-15.30323","2347.698","30081.53"
"28-04-23","15:18:55","","","","0","-15.30323","2241.932","30449.85"
"28-04-23","15:19:26","","","","0","-16.00116","2192.934","30626.41"
"28-04-23","15:19:57","4028.122","-8831.052","20.841","3","-16.00116","1955.52","31541.94"
"28-04-23","15:20:28","4028.09","-8830.808","30.487","6","-13.7816","2109.109","30937.82"
"28-04-23","15:20:59","4028.041","-8830.454","31.422","5","-13.7816","1899.534","31774.03"
"28-04-23","15:21:30","","","","6","-12.57706","1982.839","31431.09"
"28-04-23","15:22:01","","","","4","-12.57706","1870.301","31897.95"
"28-04-23","15:22:32","","","","4","-13.45757","1810.131","32159.22"
"28-04-23","15:23:03","","","","0","-13.45757","1639.643","32949.6"
"28-04-23","15:23:34","","","","0","-9.916086","1882.458","31846.18"
"28-04-23","15:24:05","","","","0","-9.916086","1724.205","32547.8"
"28-04-23","15:24:36","","","","0","-9.828573","1729.964","32521.16"
"28-04-23","15:25:07","","","","6","-9.828573","1493.223","33697.0"
"28-04-23","15:25:38","","","","0","-8.830091","1561.09","33341.86"
"28-04-23","15:26:09","","","","0","-8.830091","1446.891","33948.84"
"28-04-23","15:26:40","","","","0","-6.522881","1603.905","33125.68"
"28-04-23","15:27:11","","","","0","-6.522881","1579.156","33249.93"
"28-04-23","15:27:42","","","","0","-6.314447","1592.869","33180.85"
"28-04-23","15:28:13","","","","0","-6.314447","1282.672","34911.41"
"28-04-23","15:28:44","","","","0","-5.084109","1365.645","34410.59"
"28-04-23","15:29:15","","","","0","-5.084109","1215.282","35342.63"
"28-04-23","15:29:46","","","","0","-5.182458","1208.854","35384.99"
"28-04-23","15:30:17","","","","0","-5.182458","1152.999","35762.98"
"28-04-23","15:30:48","","","","0","-3.937877","1236.531","35204.13"
"28-04-23","15:31:19","","","","0","-3.937877","1083.008","36263.34"
"28-04-23","15:31:50","","","","4","-5.174258","1000.618","36895.54"
"28-04-23","15:32:21","","","","0","-5.174258","1125.433","35956.32"
"28-04-23","15:32:52","","","","0","-3.135049","1261.928","35041.68"
"28-04-23","15:33:23","","","","0","-3.135049","1092.187","36195.91"
"28-04-23","15:33:54","","","","0","-4.618684","993.3081","36954.13"
"28-04-23","15:34:25","","","","0","-4.618684","1004.355","36865.76"
"28-04-23","15:34:56","","","","0","-11.75321","532.0248","41942.69"
"28-04-23","15:35:26","","","","0","-11.75321","1823.166","32101.89"
"28-04-23","15:35:57","","","","0","-19.61631","1286.842","34885.47"
"28-04-23","15:36:28","","","","0","-19.61631","3091.482","27882.56"
"28-04-23","15:36:59","","","","0","-30.08904","2347.034","30083.79"
"28-04-23","15:37:30","","","","0","-30.08904","4014.055","25795.96"
"28-04-23","15:38:01","","","","0","-30.61126","3975.573","25872.93"
"28-04-23","15:38:32","","","","0","-30.61126","5997.629","22587.48"
"28-04-23","15:39:03","","","","0","-33.23978","5790.499","22868.3"
"28-04-23","15:39:34","","","","0","-33.23978","7595.461","20700.35"
"28-04-23","15:40:05","","","","0","-33.37155","7584.105","20712.3"
"28-04-23","15:40:36","","","","0","-33.37155","9815.782","18651.39"
"28-04-23","15:41:07","","","","9","-35.17165","9657.628","18781.17"
"28-04-23","15:41:38","","","","0","-35.17165","12206.33","16909.87"
"28-04-23","15:42:09","","","","0","-35.2812","12196.12","16916.55"
"28-04-23","15:42:40","","","","0","-35.2812","14506.05","15530.7"
"28-04-23","15:43:11","","","","0","-33.16088","14717.51","15415.07"
"28-04-23","15:43:42","","","","0","-33.16088","17110.83","14211.18"
"28-04-23","15:44:13","4036.973","-8815.452","28.16","0","-34.15615","17005.62","14260.46"
"28-04-23","15:44:44","4037.076","-8815.065","39.033","10","-34.15615","20195.29","12886.94"
"28-04-23","15:45:15","4037.237","-8814.682","40.477","10","-33.25294","20297.24","12846.71"
"28-04-23","15:45:46","4037.392","-8814.42","31.573","10","-33.25294","23500.55","11675.86"
"28-04-23","15:46:17","4037.496","-8814.237","14.424","10","-33.67596","23449.92","11693.09"
"28-04-23","15:46:48","4037.573","-8814.068","27.654","10","-33.67596","26940.54","10584.36"
"28-04-23","15:47:19","4037.663","-8813.865","15.721","10","-31.92776","27166.43","10517.65"
"28-04-23","15:47:50","4037.72","-8813.652","19.116","10","-31.92776","30268.19","9653.804"
"28-04-23","15:48:21","4037.757","-8813.447","14.496","10","-28.5532","30732.25","9532.235"
"28-04-23","15:48:52","4037.788","-8813.257","18.935","10","-28.5532","33787.3","8775.004"
"28-04-23","15:49:23","4037.854","-8813.092","6.626","10","-26.06629","34149.16","8689.886"
